ICD_CODE,NAME
E8403,"Accident to powered aircraft at takeoff or landing, other occupant of commercial aircraft(powered) in surface to surface transport"
E8404,"Accident to powered aircraft at takeoff or landing, occupant of commercial aircraft (powered) in surface to air transport"
E8405,"Accident to powered aircraft at takeoff or landing, occupant of other powered aircraft"
E8406,"Accident to powered aircraft at takeoff or landing, occupant of unpowered aircraft, except parachutist"
E8407,"Accident to powered aircraft at takeoff or landing, parachutist (military) (other)"
E8408,"Accident to powered aircraft at takeoff or landing, ground crew, airline employee"
E8409,"Accident to powered aircraft at takeoff or landing, other person"
E841,"*Accident to powered aircraft, other and unspecified"
E8410,"Occupant of spacecraft due to accident to powered aircraft, other and unspecified"
E8411,"Occupant of any military aircraft due to accident to powered aircraft, other and unspecified"
E8412,"Crew of commercial aircraft (powered) in surface to surface transport due to accident to powered aircraft, other and unspecified"
E8413,"Other occupant of commercial aircraft (powered) in surface to surface transport due to accident to powered aircraft, other and unspecified,"
E8414,"Occupant of commercial aircraft (powered) in surface to air transport due to accident to powered aircraft, other and unspecified"
E8415,"Occupant of other powered aircraft due to accident to powered aircraft, other and unspecified"
E8416,"Occupant of unpowered aircraft, except parachutist due to accident to powered aircraft, other and unspecified"
E8417,"Parachutist (military) (other) due to accident to powered aircraft, other and unspecified"
E8418,"Ground crew, airline employee due to accident to powered aircraft, other and unspecified"
E8419,"Other person due to accident to powered aircraft, other and unspecified"
E842,*Accident to unpowered aircraft
E8426,"Occupant of unpowered aircraft, except parachutist due to accident to unpowered aircraft"
E8427,Parachutist (military) (other) due to accident to unpowered aircraft
E8428,"Ground crew, airline employee due to accident to unpowered aircraft"
E8429,Other person due to accident to unpowered aircraft
E843,"*Fall in, on or from aircraft"
E8430,"Fall in, on or from aircraft, occupant of spacecraft"
E8431,"Fall in, on or from aircraft, occupant of military aircraft, any"
E8432,"Fall in, on or from aircraft, crew of commercial aircraft (powered) in surface to surface transport"
E8433,"Fall in, on or from aircraft, other occupant of commercial aircraft (powered) in surface to surface transport"
E8434,"Fall in, on or from aircraft, occupant of commercial aircraft (powered) in surface to air transport"
E8435,"Fall in, on or from aircraft, occupant of other powered aircraft"
E8436,"Fall in, on or from aircraft, occupant of unpowered aircraft, except parachutist"
E8437,"Fall in, on or from aircraft, parachutist (military) (other)"
E8438,"Fall in, on or from aircraft, ground crew, airline employee"
E8439,"Fall in, on or from aircraft, other person"
E844,*Other specified air transport accidents
E8440,"Other specified air transport accidents, occupant of spacecraft"
E8441,"Other specified air transport accidents, occupant of military aircraft, any"
E8442,"Other specified air transport accidents, crew of commercial aircraft (powered) in surface to surface transport"
E8443,"Other specified air transport accidents, other occupant of commercial aircraft (powered) in surface to surface transport"
E8444,"Other specified air transport accidents, occupant of commercial aircraft (powered) in surface to air transport"
E8445,"Other specified air transport accidents, occupant of other powered aircraft"
E8446,"Other specified air transport accidents, occupant of unpowered aircraft, except parachutist"
E8447,"Other specified air transport accidents, parachutist (military) (other)"
E8448,"Other specified air transport accidents, ground crew, airline employee"
E8449,"Other specified air transport accidents, other person"
E845,*Accident involving spacecraft
E8450,"Accident involving spacecraft, occupant of spacecraft"
E8458,"Accident involving spacecraft, ground crew, airline employee"
E8459,"Accident involving spacecraft, other person"
E846,Accidents involving powered vehicles used solely within the buildings and premises of an industrial or commercial establishment
E847,Accidents involving cable cars not running on rails
E848,Accidents involving other vehicles not elsewhere classifiable
E849,*Place of occurrence
E8490,"Place of occurrence, home"
E8491,"Place of occurrence, farm"
E8492,"Place of occurrence, mine and quarry"
E8493,"Place of occurrence, industrial place and premises"
E8494,"Place of occurrence, place for recreation and sport"
E8495,"Place of occurrence, street and highway"
E8496,"Place of occurrence, public building"
E8497,"Place of occurrence, residential institution"
E8498,"Place of occurrence, other specified places"
E8499,"Place of occurrence, unspecified place"
E850,"*Accidental poisoning by analgesics, antipyretics, antirheumatics"
E8500,Accidental poisoning by heroin
E8501,Accidental poisoning by methadone
E8502,Accidental poisoning by other opiates and related narcotics
E8503,Accidental poisoning by salicylates
E8504,"Accidental poisoning by aromatic analgesics, not elsewhere classified"
E8505,Accidental poisoning by pyrazole derivatives
E8506,Accidental poisoning by antirheumatics (antiphlogistics)
E8507,Accidental poisoning by other non-narcotic analgesics
E8508,"Accidental poisoning by other specified analgesics, antipyretics"
E8509,Accidental poisoning by unspecified analgesic or antipyretic
E851,Accidental poisoning by barbiturates
E852,*Accidental poisoning by other sedatives and hypnotics
E8520,Accidental poisoning by chloral hydrate group
E8521,Accidental poisoning by paraldehyde
E8522,Accidental poisoning by bromine compounds
E8523,Accidental poisoning by methaqualone compounds
E8524,Accidental poisoning by glutethimide group
E8525,"Accidental poisoning by mixed sedatives, not elsewhere classified"
E8528,Accidental poisoning by other specified sedatives and hypnotics
E8529,Accidental poisoning by unspecified sedative or hypnotic
E853,*Accidental poisoning by tranquilizers
E8530,Accidental poisoning by phenothiazine-based tranquilizers
E8531,Accidental poisoning by butyrophenone-based tranquilizers
E8532,Accidental poisoning by benzodiazepine-based tranquilizers
E8538,Accidental poisoning by other specified tranquilizers
E8539,Accidental poisoning by unspecified tranquilizer
E854,*Accidental poisoning by other psychotropic agents
E8540,Accidental poisoning by antidepressants
E8541,Accidental poisoning by psychodysleptics (hallucinogens)
E8542,Accidental poisoning by psychostimulants
E8543,Accidental poisoning by central nervous system stimulants
E8548,Accidental poisoning by other psychotropic agents
E855,*Accidental poisoning by other drugs acting on central and autonomic nervous system
E8550,Accidental poisoning by anticonvulsant and anti-Parkinsonism drugs
E8551,Accidental poisoning by other central nervous system depressants
